,x0 (px),y0 (px),gratio,axon_area (um^2),axon_perimeter (um),myelin_area (um^2),axon_diam (um),myelin_thickness (um),axonmyelin_area (um^2),axonmyelin_perimeter (um),solidity,eccentricity,orientation,image_border_touching,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x
385,933.4788732394367,724.1478873239437,0.6857103437288143,0.6958000000000001,3.3459292911256333,0.7840000000000001,0.9412332735441976,0.21570323732071334,1.4798000000000002,4.540904037956217,0.922077922077922,0.8870001505772444,0.16579787189939546,False,713.0,926.0,737.0,942.0
386,207.160363086233,733.4977307110439,0.6437546603294805,3.2389000000000006,7.391858582251268,4.576600000000001,2.0307376889797264,0.5618917286144723,7.815500000000001,11.635777772109133,0.9763663220088626,0.7337844069597341,1.302104699999405,True,708.0,179.0,744.0,239.0
387,250.61736334405145,731.1961414790997,0.6310367868646333,1.5239000000000003,4.7558787847868,2.3030000000000004,1.3929428352311932,0.40722242735987885,3.8269000000000006,8.615828278447966,0.9539877300613497,0.7987499137975597,0.4823436812382675,True,715.0,236.0,744.0,272.0
388,691.3053892215569,727.497005988024,0.723540580608188,0.8183000000000001,3.3388939366884496,0.7448000000000001,1.020731071074445,0.19500683640109157,1.5631000000000002,4.591858582251267,0.9382022471910112,0.7182978239388329,0.8233329018637069,False,717.0,681.0,738.0,703.0
389,891.7861271676301,728.5260115606936,0.6660253325435478,0.8477000000000001,3.280904037956217,1.0633000000000001,1.03890575225667,0.26047673127045073,1.9110000000000003,5.414873734152917,0.9505494505494505,0.46389947277877663,-0.11752440028687337,False,717.0,880.0,740.0,903.0
390,1036.9722222222222,736.0555555555555,0.7202305106510154,1.7640000000000002,5.916883835420684,1.6366000000000003,1.498664257568328,0.2910738491670389,3.4006000000000003,8.304345955666559,0.8866995073891626,0.6776648303575082,1.359993333117384,True,721.0,1016.0,744.0,1064.0
391,911.5952380952381,730.4285714285714,0.7533708035008841,0.20580000000000004,1.7309545442950502,0.15680000000000002,0.5118912954002017,0.08378831399675762,0.36260000000000003,2.6169343417595163,0.8936170212765957,0.7137037717650038,0.37462725070807695,False,726.0,907.0,737.0,919.0
392,17.847272727272728,737.5745454545455,0.5434899358947729,1.3475000000000001,4.721909088590101,3.2144000000000004,1.3098436114783445,0.5501084303054821,4.5619000000000005,8.856883835420684,0.9683098591549296,0.8316596440939718,1.3777656208665507,True,719.0,0.0,744.0,47.0
393,288.2857142857143,730.7142857142857,0.22855810195691872,0.034300000000000004,0.5189949493661167,0.6223000000000001,0.20897874625046464,0.3526782889729054,0.6566000000000001,3.3844469683442253,0.875,0.9190862167414559,-1.0494353876106282,False,720.0,284.0,734.0,299.0
394,485.7113402061856,735.6855670103092,0.6370696512829458,0.9506000000000001,3.7659292911256337,1.3916000000000002,1.1001552214234345,0.3133721072334997,2.3422000000000005,5.800904037956217,0.9603960396039604,0.8661464703438133,-1.551459259719161,True,727.0,470.0,744.0,502.0
395,515.5339805825242,735.6893203883495,0.6234414529713427,0.5047,2.5879393923934004,0.7938000000000001,0.8016258467813003,0.24209094750269905,1.2985000000000002,4.079898987322333,0.9537037037037037,0.7602938461046153,-1.2734506169912627,True,728.0,505.0,744.0,526.0
396,625.2736486486486,737.956081081081,0.6909553927994988,1.4504000000000001,5.182914139223984,1.5876000000000001,1.358935846787434,0.3039065903223728,3.0380000000000003,7.514873734152917,0.9517684887459807,0.912204205259056,1.3921319638130154,True,725.0,605.0,744.0,649.0
397,714.0616438356165,735.8356164383562,0.6896158587019949,0.7154000000000001,3.2059292911256336,0.7889000000000002,0.9543980146163002,0.2147789994133616,1.5043000000000002,4.4829141392239835,0.9358974358974359,0.833818915289818,-1.4364948810513827,True,728.0,703.0,744.0,726.0
398,93.32116788321167,738.3576642335767,0.737326788914382,0.6713000000000001,3.2009545442950498,0.5635000000000001,0.9245137675452513,0.1646793549787683,1.2348000000000001,4.366934341759517,0.9133333333333333,0.40285307538959986,1.5630581658891436,True,728.0,85.0,744.0,106.0
399,864.2523809523809,738.8809523809524,0.6085806194501845,1.0290000000000001,4.325929291125634,1.7493000000000003,1.1446237336052763,0.36809249132445276,2.7783,7.2373611075682085,0.9251101321585903,0.8929597836706219,1.4902824850055305,True,724.0,844.0,744.0,886.0
400,144.6839826839827,739.1774891774892,0.5080359816580101,1.1319000000000001,4.955929291125633,3.2536000000000005,1.2004914996307683,0.5812566860090259,4.3855,9.4098484809835,0.9467213114754098,0.930354875963939,1.4686780640512813,True,722.0,119.0,744.0,175.0
401,284.1896551724138,739.1465517241379,0.5503381348436481,0.5684000000000001,2.8099494936611666,1.3083000000000002,0.8507110891645099,0.34754300205961836,1.8767000000000003,6.066406563273159,0.9747899159663865,0.6965896640260422,1.3818667493898567,True,720.0,267.0,744.0,292.0
402,445.6666666666667,739.280303030303,0.6447852599866586,1.2936,5.503919189857868,1.8179000000000003,1.2833793963865114,0.35350938282564515,3.1115000000000004,8.156883835420684,0.9496402877697842,0.9519444430167444,-1.5168723334611982,True,727.0,419.0,744.0,469.0
403,549.021645021645,739.0909090909091,0.6457302138085771,1.1319000000000001,4.9679393923934,1.5827000000000002,1.2004914996307683,0.3293154461445798,2.7146000000000003,7.316883835420684,0.9506172839506173,0.9490742578135613,1.4048810049036322,True,726.0,530.0,744.0,573.0
404,1132.0,733.0,0.06788442333021305,0.004900000000000001,0.0,1.0584000000000002,0.07898654169668588,0.5422789371327746,1.0633000000000001,7.3458787847868,1.0,0.0,-0.7853981633974483,True,729.0,1128.0,744.0,1154.0
405,922.8589743589744,740.525641025641,0.7004041959724748,0.38220000000000004,2.3899494936611667,0.39690000000000003,0.6975902479233631,0.14919607307476343,0.7791000000000001,3.625929291125633,0.9873417721518988,0.8525324486510762,1.5027062663906707,True,734.0,913.0,744.0,935.0
406,597.2820512820513,741.6410256410256,0.570087712549569,0.19110000000000002,1.7984671708797584,0.39690000000000003,0.493270794796215,0.18599170886786487,0.5880000000000001,3.3554520189781085,0.9285714285714286,0.9130679462303428,1.5330294234905244,True,736.0,588.0,744.0,609.0
407,947.4333333333333,741.9333333333333,0.5295033822136559,0.14700000000000002,1.5014823227814083,0.3773000000000001,0.43262710626597234,0.1922080170761785,0.5243000000000001,3.0754520189781087,0.9090909090909091,0.932430076556963,-1.473234392258196,True,737.0,937.0,744.0,957.0
